"","gene_name","homolog","p"
"17649","Ha412HOChr07g0303691","AT5G18430",5.88e-20
"17650","Ha412HOChr07g0303701","AT1G16380",0
"17651","Ha412HOChr07g0303711","AT4G35730",3.14e-157
"17652","Ha412HOChr07g0303721","AT4G35690",4.35e-12
"17653","Ha412HOChr07g0303761","AT4G35690",4.21e-12
"17654","Ha412HOChr07g0303811","AT4G35690",4.21e-12
"17655","Ha412HOChr07g0303831","AT4G35690",2.2e-37
"17656","Ha412HOChr07g0303841","AT4G23160",3.02e-37
"17657","Ha412HOChr07g0303851","AT2G17080",2.58e-20
"17658","Ha412HOChr07g0303901","AT4G35690",1.4e-42
"17659","Ha412HOChr07g0303921","AT4G35690",8.3e-38
"17660","Ha412HOChr07g0303931","AT3G42170",7.45e-16
"17661","Ha412HOChr07g0303951","AT4G35690",6.24e-12
"17662","Ha412HOChr07g0303971","AT4G35690",1.56e-13
"17663","Ha412HOChr07g0303991","AT4G35690",2.76e-42
"17664","Ha412HOChr07g0304001","AT4G35690",8e-38
"17665","Ha412HOChr07g0304021","AT2G17670",3.46e-173
"17666","Ha412HOChr07g0304041","AT3G51440",6.78e-136
"17667","Ha412HOChr07g0304061","AT4G35650",0
"17668","Ha412HOChr07g0304101","AT3G61220",4.96e-86
"17669","Ha412HOChr07g0304121","AT5G49760",1.17e-33
"17670","Ha412HOChr07g0304141","AT4G38180",4.34e-11
"17671","Ha412HOChr07g0304161","AT2G36200",4.82e-12
"17672","Ha412HOChr07g0304191","ATCG00480",1.31e-27
"17673","Ha412HOChr07g0304211","AT3G54350",1.06e-45
"17674","Ha412HOChr07g0304221","AT1G77370",3.74e-41
"17675","Ha412HOChr07g0304231","AT3G51050",0
"17676","Ha412HOChr07g0304251","AT3G21250",1.17e-46
"17677","Ha412HOChr07g0304261","AT3G51040",5.4e-77
"17678","Ha412HOChr07g0304271","AT3G59360",6.14e-16
"17679","Ha412HOChr07g0304301","AT4G36400",0
"17680","Ha412HOChr07g0304311","AT5G66380",8.2e-116
"17681","Ha412HOChr07g0304321","AT5G66380",4.64e-11
"17682","Ha412HOChr07g0304331","AT4G36420",4.47e-53
"17683","Ha412HOChr07g0304341","AT3G50980",4.97e-18
"17684","Ha412HOChr07g0304371","AT3G50930",0
"17685","Ha412HOChr07g0304381","AT3G50930",2.36e-165
"17686","Ha412HOChr07g0304401","AT3G47840",0
"17687","Ha412HOChr07g0304421","AT3G50900",2.22e-22
"17688","Ha412HOChr07g0304441","AT3G62450",9.3e-11
"17689","Ha412HOChr07g0304471","AT2G38540",2.54e-39
"17690","Ha412HOChr07g0304491","AT1G01050",3.8e-127
"17691","Ha412HOChr07g0304501","AT2G18250",1.48e-81
"17692","Ha412HOChr07g0304511","AT5G03260",0
"17693","Ha412HOChr07g0304521","AT2G18280",5.9e-172
"17694","Ha412HOChr07g0304531","AT4G36550",5.59e-121
"17695","Ha412HOChr07g0304561","AT3G46220",2.3e-11
"17696","Ha412HOChr07g0304571","AT1G75250",9.06e-36
"17697","Ha412HOChr07g0304581","AT3G50870",1.37e-52
"17698","Ha412HOChr07g0304591","AT5G66550",1.82e-91
"17699","Ha412HOChr07g0304601","AT5G66750",0
"17700","Ha412HOChr07g0304621","AT3G50670",1.36e-162
"17701","Ha412HOChr07g0304631","AT4G34440",0
"17702","Ha412HOChr07g0304641","AT2G18500",5e-27
"17703","Ha412HOChr07g0304661","AT5G66730",6.22e-160
"17704","Ha412HOChr07g0304671","AT2G18540",1.73e-105
"17705","Ha412HOChr07g0304681","AT3G47680",6.05e-12
"17706","Ha412HOChr07g0304771","AT4G36710",9.53e-141
"17707","Ha412HOChr07g0304781","AT4G36730",2.12e-78
"17708","Ha412HOChr07g0304791","AT1G74780",2.35e-30
"17709","Ha412HOChr07g0304801","AT5G26751",6.33e-20
"17710","Ha412HOChr07g0304811","AT3G28345",7.31e-17
"17711","Ha412HOChr07g0304821","AT4G01830",2.12e-11
"17712","Ha412HOChr07g0304841","AT2G18570",4.56e-142
"17713","Ha412HOChr07g0304851","AT2G18560",3.36e-121
"17714","Ha412HOChr07g0304861","AT2G18570",2.33e-139
"17715","Ha412HOChr07g0304871","AT2G18560",5.51e-120
"17716","Ha412HOChr07g0304881","AT2G18570",1.72e-138
"17717","Ha412HOChr07g0304891","AT1G04580",8.97e-85
"17718","Ha412HOChr07g0304911","AT2G18560",3.36e-121
"17719","Ha412HOChr07g0304921","AT2G18570",2.51e-140
"17720","Ha412HOChr07g0304931","AT2G18570",1.2e-139
"17721","Ha412HOChr07g0304941","AT5G47610",1.48e-14
"17722","Ha412HOChr07g0304951","AT5G47610",3.81e-14
"17723","Ha412HOChr07g0304961","AT5G47610",3.81e-14
"17724","Ha412HOChr07g0304981","AT3G20510",4.02e-29
"17725","Ha412HOChr07g0305011","AT2G18570",3.53e-138
"17726","Ha412HOChr07g0305031","AT1G04560",2.27e-50
"17727","Ha412HOChr07g0305061","AT5G16080",4.49e-107
"17728","Ha412HOChr07g0305081","AT5G16120",6.75e-175
"17729","Ha412HOChr07g0305091","AT5G38380",0
"17730","Ha412HOChr07g0305101","AT1G16270",1.43e-15
"17731","Ha412HOChr07g0305121","AT5G16150",0
"17732","Ha412HOChr07g0305131","AT3G02580",5.45e-165
"17733","Ha412HOChr07g0305141","AT5G38210",3.01e-178
"17734","Ha412HOChr07g0305151","AT5G38200",0
"17735","Ha412HOChr07g0305161","AT5G38200",1.92e-110
"17736","Ha412HOChr07g0305181","AT5G38200",5.01e-60
"17737","Ha412HOChr07g0305191","AT5G38200",1.39e-06
"17738","Ha412HOChr07g0305201","AT3G24255",1.22e-16
"17739","Ha412HOChr07g0305241","AT5G48050",6.27e-08
"17740","Ha412HOChr07g0305251","AT5G38200",0
"17741","Ha412HOChr07g0305271","AT5G38200",0
"17742","Ha412HOChr07g0305301","AT4G16340",1.42e-06
"17743","Ha412HOChr07g0305311","AT2G27960",1.51e-19
"17744","Ha412HOChr07g0305321","AT3G18280",9.86e-23
"17745","Ha412HOChr07g0305341","AT3G18280",4.28e-29
"17746","Ha412HOChr07g0305381","AT1G53440",1.41e-53
"17747","Ha412HOChr07g0305391","AT5G18160",2.06e-13
"17748","Ha412HOChr07g0305431","AT1G66840",2.28e-39
"17749","Ha412HOChr07g0305441","AT3G02600",2.45e-139
"17750","Ha412HOChr07g0305471","AT3G49910",1.31e-82
"17751","Ha412HOChr07g0305481","AT5G17380",0
"17752","Ha412HOChr07g0305521","AT3G03280",4.72e-42
"17753","Ha412HOChr07g0305531","AT3G03341",5.56e-37
"17754","Ha412HOChr07g0305551","AT3G14470",1.85e-129
"17755","Ha412HOChr07g0305581","AT3G03380",0
"17756","Ha412HOChr07g0305601","AT5G37820",8.08e-102
"17757","Ha412HOChr07g0305611","AT5G37810",1.22e-98
"17758","Ha412HOChr07g0305621","AT3G29280",1.79e-14
"17759","Ha412HOChr07g0305631","AT3G50740",5.2e-145
"17760","Ha412HOChr07g0305641","AT3G50740",1.22e-121
"17761","Ha412HOChr07g0305651","AT4G29090",6.44e-10
"17762","Ha412HOChr07g0305661","AT3G50740",1.74e-119
"17763","Ha412HOChr07g0305671","AT5G66690",1.01e-43
"17764","Ha412HOChr07g0305701","AT3G03430",2.75e-38
"17765","Ha412HOChr07g0305731","ATMG00860",3.55e-29
"17766","Ha412HOChr07g0305751","AT2G40540",6.22e-49
"17767","Ha412HOChr07g0305761","AT2G40540",4.58e-44
"17768","Ha412HOChr07g0305771","AT5G47240",1.45e-119
"17769","Ha412HOChr07g0305781","AT1G05970",2.03e-48
"17770","Ha412HOChr07g0305791","AT5G10540",1.42e-156
"17771","Ha412HOChr07g0305801","AT5G63140",2.03e-175
"17772","Ha412HOChr07g0305811","AT3G53440",7.44e-53
"17773","Ha412HOChr07g0305851","AT5G65660",1.92e-32
"17774","Ha412HOChr07g0305881","AT5G65660",2.82e-30
"17775","Ha412HOChr07g0305891","AT5G59960",1.51e-10
"17776","Ha412HOChr07g0305911","AT3G49640",9.92e-176
"17777","Ha412HOChr07g0305921","AT1G33710",8.39e-08
"17778","Ha412HOChr07g0305951","AT4G37850",8.96e-40
"17779","Ha412HOChr07g0305971","AT2G17760",1.74e-07
"17780","Ha412HOChr07g0305981","AT4G37850",9.96e-36
"17781","Ha412HOChr07g0306021","AT4G37850",1.41e-38
"17782","Ha412HOChr07g0306031","AT5G51870",6.08e-27
"17783","Ha412HOChr07g0306071","AT4G37850",4.16e-36
"17784","Ha412HOChr07g0306091","AT2G16940",5.02e-08
"17785","Ha412HOChr07g0306101","AT5G67020",3.71e-40
"17786","Ha412HOChr07g0306111","AT4G37830",1.76e-40
"17787","Ha412HOChr07g0306141","AT4G37790",4.48e-66
"17788","Ha412HOChr07g0306161","AT2G36910",2.42e-31
"17789","Ha412HOChr07g0306171","AT2G36910",1.73e-46
"17790","Ha412HOChr07g0306181","AT1G60190",2.95e-71
"17791","Ha412HOChr07g0306201","AT4G37770",0
"17792","Ha412HOChr07g0306221","AT4G37760",0
"17793","Ha412HOChr07g0306231","AT4G03240",5.59e-34
"17794","Ha412HOChr07g0306241","AT3G49750",3.11e-111
"17795","Ha412HOChr07g0306251","AT3G18290",3.73e-76
"17796","Ha412HOChr07g0306261","AT4G37730",2.41e-20
"17797","Ha412HOChr07g0306271","AT5G65910",2.16e-77
"17798","Ha412HOChr07g0306291","AT5G65910",9.09e-22
"17799","Ha412HOChr07g0306301","AT4G11140",4.32e-48
"17800","Ha412HOChr07g0306311","AT3G49800",7.79e-30
"17801","Ha412HOChr07g0306351","AT3G49810",0
"17802","Ha412HOChr07g0306371","AT2G18510",3.41e-38
"17803","Ha412HOChr07g0306391","AT4G35020",3.06e-79
"17804","Ha412HOChr07g0306401","AT5G56670",9.1e-08
"17805","Ha412HOChr07g0306421","AT5G67640",1.45e-06
"17806","Ha412HOChr07g0306431","AT3G16670",6.14e-14
"17807","Ha412HOChr07g0306461","AT3G16660",1.71e-14
"17808","Ha412HOChr07g0306551","AT1G49950",3.41e-55
"17809","Ha412HOChr07g0306561","AT4G39940",1.04e-119
"17810","Ha412HOChr07g0306571","AT3G07810",3.05e-19
"17811","Ha412HOChr07g0306581","AT3G21760",5.64e-129
"17812","Ha412HOChr07g0306591","AT3G21760",3.33e-110
"17813","Ha412HOChr07g0306601","AT5G67500",4.53e-39
"17814","Ha412HOChr07g0306611","AT3G21760",3.99e-130
"17815","Ha412HOChr07g0306621","AT3G21750",8.5e-132
"17816","Ha412HOChr07g0306631","AT5G67500",9.11e-45
"17817","Ha412HOChr07g0306641","AT5G67500",1.43e-15
"17818","Ha412HOChr07g0306651","AT4G37640",0
"17819","Ha412HOChr07g0306661","AT4G37630",3.65e-55
"17820","Ha412HOChr07g0306701","AT1G70530",2.84e-121
"17821","Ha412HOChr07g0306721","AT1G70520",1.33e-108
"17822","Ha412HOChr07g0306771","AT5G54160",3.16e-44
"17823","Ha412HOChr07g0306781","AT4G35160",4.01e-09
"17824","Ha412HOChr07g0306801","AT2G23070",0
"17825","Ha412HOChr07g0306811","AT3G09440",0
"17826","Ha412HOChr07g0306821","AT4G37540",3.92e-75
"17827","Ha412HOChr07g0306851","AT2G14850",7.36e-61
"17828","Ha412HOChr07g0306871","AT5G67400",3.75e-176
"17829","Ha412HOChr07g0306911","AT3G28760",1.08e-19
"17830","Ha412HOChr07g0306931","AT1G47278",8.05e-33
"17831","Ha412HOChr07g0306941","AT5G67385",0
"17832","Ha412HOChr07g0306961","AT4G33920",1.11e-99
"17833","Ha412HOChr07g0306971","AT4G33920",7.84e-52
"17834","Ha412HOChr07g0306981","AT1G05970",1.92e-52
"17835","Ha412HOChr07g0307001","AT5G59845",6.13e-27
"17836","Ha412HOChr07g0307011","AT5G59845",1.57e-25
"17837","Ha412HOChr07g0307021","AT5G67340",0
"17838","Ha412HOChr07g0307051","AT5G43100",0
"17839","Ha412HOChr07g0307061","AT2G14960",0
"17840","Ha412HOChr07g0307071","AT5G67300",1.4e-68
"17841","Ha412HOChr07g0307091","AT4G37260",3.06e-62
"17842","Ha412HOChr07g0307101","AT5G03300",1.47e-30
"17843","Ha412HOChr07g0307121","AT4G37260",7.28e-59
"17844","Ha412HOChr07g0307131","AT4G37260",1.35e-52
"17845","Ha412HOChr07g0307181","AT5G67290",6.64e-131
"17846","Ha412HOChr07g0307191","AT5G02500",0
"17847","Ha412HOChr07g0307201","AT5G56680",0
"17848","Ha412HOChr07g0307211","AT5G67270",2.74e-142
"17849","Ha412HOChr07g0307221","AT3G50120",0
"17850","Ha412HOChr07g0307231","AT3G26820",1.55e-12
"17851","Ha412HOChr07g0307251","AT2G23340",1.83e-50
"17852","Ha412HOChr07g0307261","AT1G05970",3.55e-49
"17853","Ha412HOChr07g0307281","AT1G05970",8.74e-52
"17854","Ha412HOChr07g0307291","AT2G19710",1.07e-30
"17855","Ha412HOChr07g0307321","AT4G38470",1.36e-34
"17856","Ha412HOChr07g0307331","AT4G36920",1.08e-93
"17857","Ha412HOChr07g0307341","AT5G52490",1.77e-14
"17858","Ha412HOChr07g0307351","AT3G08640",1.4e-69
"17859","Ha412HOChr07g0307361","AT4G34050",1.06e-161
"17860","Ha412HOChr07g0307371","AT4G34050",3.43e-159
"17861","Ha412HOChr07g0307381","AT4G34050",1.03e-162
"17862","Ha412HOChr07g0307401","AT4G34050",2.38e-163
"17863","Ha412HOChr07g0307411","AT4G34050",6.64e-163
"17864","Ha412HOChr07g0307421","AT4G34050",2.39e-163
"17865","Ha412HOChr07g0307431","AT4G34050",6.64e-163
"17866","Ha412HOChr07g0307441","AT4G34050",2.39e-163
"17867","Ha412HOChr07g0307471","AT4G34050",2.39e-163
"17868","Ha412HOChr07g0307491","AT4G36930",9.31e-43
"17869","Ha412HOChr07g0307501","AT2G23420",0
"17870","Ha412HOChr07g0307511","AT5G67100",2.43e-06
"17871","Ha412HOChr07g0307521","AT3G13790",1.51e-31
"17872","Ha412HOChr07g0307571","AT5G22250",1.24e-92
"17873","Ha412HOChr07g0307581","AT1G16010",3.5e-68
"17874","Ha412HOChr07g0307601","AT4G36945",2.72e-170
"17875","Ha412HOChr07g0307611","AT5G42860",1.9e-103
"17876","Ha412HOChr07g0307671","AT4G36950",1.11e-104
"17877","Ha412HOChr07g0307691","AT3G50330",5.85e-45
"17878","Ha412HOChr07g0307701","AT1G45207",1.02e-58
"17879","Ha412HOChr07g0307731","AT4G33985",8.77e-43
"17880","Ha412HOChr07g0307741","AT1G49620",4.13e-13
"17881","Ha412HOChr07g0307761","AT3G50620",6.32e-117
"17882","Ha412HOChr07g0307851","AT3G50560",1.27e-122
"17883","Ha412HOChr07g0307891","ATCG00170",2.35e-31
"17884","Ha412HOChr07g0307901","ATCG00170",8.75e-31
"17885","Ha412HOChr07g0307911","AT1G72570",4.67e-11
"17886","Ha412HOChr07g0307951","AT3G07990",0
"17887","Ha412HOChr07g0307961","AT3G12090",6.97e-118
"17888","Ha412HOChr07g0307971","AT4G27290",1.03e-89
"17889","Ha412HOChr07g0307981","AT5G41980",3.7e-56
"17890","Ha412HOChr07g0307991","AT4G27290",0
"17891","Ha412HOChr07g0308011","AT4G27290",0
"17892","Ha412HOChr07g0308051","AT4G27290",1.23e-126
"17893","Ha412HOChr07g0308061","AT4G27300",1.11e-53
"17894","Ha412HOChr07g0308071","AT4G27290",2.81e-162
"17895","Ha412HOChr07g0308081","AT4G27300",1.68e-62
"17896","Ha412HOChr07g0308101","AT4G27290",1.67e-78
"17897","Ha412HOChr07g0308111","AT4G21380",2.51e-19
"17898","Ha412HOChr07g0308121","AT4G27290",0
"17899","Ha412HOChr07g0308181","AT3G54820",2.57e-167
"17900","Ha412HOChr07g0308191","AT4G23160",2.9e-117
"17901","Ha412HOChr07g0308231","AT2G28380",1.63e-129
"17902","Ha412HOChr07g0308241","AT5G42300",1.52e-41
"17903","Ha412HOChr07g0308251","AT4G11400",2.18e-07
"17904","Ha412HOChr07g0308261","ATCG00470",1.26e-63
"17905","Ha412HOChr07g0308281","AT2G38970",0
"17906","Ha412HOChr07g0308291","AT5G03300",0
"17907","Ha412HOChr07g0308301","AT5G04240",0
"17908","Ha412HOChr07g0308321","AT2G37010",8.63e-103
"17909","Ha412HOChr07g0308331","AT1G53390",0
"17910","Ha412HOChr07g0308341","AT3G50930",6e-177
"17911","Ha412HOChr07g0308361","AT3G50930",1.74e-180
"17912","Ha412HOChr07g0308371","AT3G50930",5.46e-41
"17913","Ha412HOChr07g0308381","AT3G50930",2.79e-114
"17914","Ha412HOChr07g0308391","AT3G50930",4.66e-179
"17915","Ha412HOChr07g0308411","AT3G50930",0
"17916","Ha412HOChr07g0308421","AT2G39130",4.11e-31
"17917","Ha412HOChr07g0308431","AT2G39130",0
"17918","Ha412HOChr07g0308501","AT1G16860",3.78e-35
"17919","Ha412HOChr07g0308521","AT3G10380",0
"17920","Ha412HOChr07g0308581","AT3G10410",0
"17921","Ha412HOChr07g0308601","AT5G04310",0
"17922","Ha412HOChr07g0308631","AT2G24840",4.89e-57
"17923","Ha412HOChr07g0308641","AT1G17880",7.22e-41
"17924","Ha412HOChr07g0308651","AT1G17860",8.31e-41
"17925","Ha412HOChr07g0308661","AT1G17860",7.79e-62
"17926","Ha412HOChr07g0308701","AT1G17860",8.91e-58
"17927","Ha412HOChr07g0308721","AT1G17860",8.91e-58
"17928","Ha412HOChr07g0308731","AT1G17860",4.41e-49
"17929","Ha412HOChr07g0308741","AT5G04390",3.59e-50
"17930","Ha412HOChr07g0308751","AT3G10480",6.26e-109
"17931","Ha412HOChr07g0308771","AT5G04410",6.17e-123
"17932","Ha412HOChr07g0308781","AT1G20510",4.04e-160
"17933","Ha412HOChr07g0308801","AT5G56420",3.84e-14
"17934","Ha412HOChr07g0308841","AT5G04460",0
"17935","Ha412HOChr07g0308851","AT5G05000",2.59e-110
"17936","Ha412HOChr07g0308871","AT5G04440",2.1e-114
"17937","Ha412HOChr07g0308891","AT1G24470",2.86e-14
"17938","Ha412HOChr07g0308901","AT3G10520",1.12e-85
"17939","Ha412HOChr07g0308911","AT5G04490",3e-116
"17940","Ha412HOChr07g0308921","AT4G15000",4.41e-80
"17941","Ha412HOChr07g0308931","AT4G37480",1.31e-38
"17942","Ha412HOChr07g0308941","AT3G14180",7.03e-108
"17943","Ha412HOChr07g0308951","AT1G10490",0
"17944","Ha412HOChr07g0308961","AT2G28600",1.51e-83
"17945","Ha412HOChr07g0308981","AT3G57810",1.99e-57
"17946","Ha412HOChr07g0308991","AT5G37570",0
"17947","Ha412HOChr07g0309011","AT4G10150",1.3e-22
"17948","Ha412HOChr07g0309031","AT4G11370",7.32e-11
"17949","Ha412HOChr07g0309041","AT4G11370",6.46e-10
"17950","Ha412HOChr07g0309051","AT2G15910",1.46e-33
"17951","Ha412HOChr07g0309061","AT5G04670",1.37e-43
"17952","Ha412HOChr07g0309091","AT3G44610",4.03e-155
"17953","Ha412HOChr07g0309101","AT3G56240",1.59e-35
"17954","Ha412HOChr07g0309121","AT2G36320",4.64e-49
"17955","Ha412HOChr07g0309131","AT3G20970",2.7e-132
"17956","Ha412HOChr07g0309141","AT3G10770",3.03e-54
"17957","Ha412HOChr07g0309171","AT5G22450",5.47e-110
"17958","Ha412HOChr07g0309181","AT3G11470",6.05e-08
"17959","Ha412HOChr07g0309191","AT3G54070",1.79e-20
"17960","Ha412HOChr07g0309201","AT3G18670",1.77e-76
"17961","Ha412HOChr07g0309241","AT5G04700",6.01e-77
"17962","Ha412HOChr07g0309251","AT4G39200",5.8e-54
"17963","Ha412HOChr07g0309261","AT2G37200",7.63e-20
"17964","Ha412HOChr07g0309271","AT3G54290",4.91e-105
"17965","Ha412HOChr07g0309351","AT3G54300",2.85e-147
"17966","Ha412HOChr07g0309361","AT2G38710",4.62e-123
"17967","Ha412HOChr07g0309371","AT5G04750",9.88e-09
"17968","Ha412HOChr07g0309381","AT3G62020",1.19e-38
"17969","Ha412HOChr07g0309391","AT4G13440",3.12e-30
"17970","Ha412HOChr07g0309401","AT4G13440",7.89e-32
"17971","Ha412HOChr07g0309411","AT2G19520",1.03e-25
"17972","Ha412HOChr07g0309421","AT4G39670",1.01e-25
"17973","Ha412HOChr07g0309431","AT3G15180",3.23e-12
"17974","Ha412HOChr07g0309471","AT4G30220",1.12e-54
"17975","Ha412HOChr07g0309491","AT5G20950",9.32e-23
"17976","Ha412HOChr07g0309501","AT5G64330",4.66e-31
"17977","Ha412HOChr07g0309541","AT5G36890",4.72e-20
"17978","Ha412HOChr07g0309551","AT3G12580",0
"17979","Ha412HOChr07g0309571","AT3G62860",4.54e-112
"17980","Ha412HOChr07g0309581","AT5G04820",4.73e-40
"17981","Ha412HOChr07g0309601","AT1G49975",1.62e-30
"17982","Ha412HOChr07g0309611","AT3G10630",0
"17983","Ha412HOChr07g0309621","AT2G26230",7.06e-167
"17984","Ha412HOChr07g0309631","AT5G04850",5.76e-137
"17985","Ha412HOChr07g0309651","AT1G52340",3.85e-140
"17986","Ha412HOChr07g0309661","AT5G04840",5.83e-50
"17987","Ha412HOChr07g0309671","AT5G22060",0
"17988","Ha412HOChr07g0309691","AT4G32680",2.3e-11
"17989","Ha412HOChr07g0309701","AT5G06490",1.8e-26
"17990","Ha412HOChr07g0309711","AT5G22060",0
"17991","Ha412HOChr07g0309741","AT2G35910",5.15e-29
"17992","Ha412HOChr07g0309761","AT2G35910",6.89e-24
"17993","Ha412HOChr07g0309781","AT1G42470",3.85e-06
"17994","Ha412HOChr07g0309801","ATMG00860",1.08e-29
"17995","Ha412HOChr07g0309831","AT4G40070",5.77e-18
"17996","Ha412HOChr07g0309851","AT1G35330",1.7e-23
"17997","Ha412HOChr07g0309871","AT2G35000",1.33e-18
"17998","Ha412HOChr07g0309891","AT5G01420",2.7e-77
"17999","Ha412HOChr07g0309901","AT3G11760",0
"18000","Ha412HOChr07g0309931","AT4G32605",7.43e-77
"18001","Ha412HOChr07g0309961","AT3G10650",2.25e-63
"18002","Ha412HOChr07g0309981","AT5G04870",0
"18003","Ha412HOChr07g0309991","AT3G10660",7.25e-175
"18004","Ha412HOChr07g0310001","AT2G33220",8.66e-09
"18005","Ha412HOChr07g0310011","AT5G06390",0
"18006","Ha412HOChr07g0310031","AT4G21860",1.04e-70
"18007","Ha412HOChr07g0310051","AT5G06600",0
"18008","Ha412HOChr07g0310061","AT5G16010",1.1e-96
"18009","Ha412HOChr07g0310071","AT5G33370",0
"18010","Ha412HOChr07g0310081","AT5G28640",1.04e-53
"18011","Ha412HOChr07g0310101","AT2G22125",5.63e-125
"18012","Ha412HOChr07g0310111","AT4G12750",0
"18013","Ha412HOChr07g0310121","AT2G36740",2.67e-132
"18014","Ha412HOChr07g0310151","AT3G47570",0
"18015","Ha412HOChr07g0310161","AT3G47090",1.49e-115
"18016","Ha412HOChr07g0310171","AT3G47570",4.55e-126
"18017","Ha412HOChr07g0310181","AT2G14045",6.51e-45
"18018","Ha412HOChr07g0310191","AT3G04590",5.51e-73
"18019","Ha412HOChr07g0310201","AT1G54650",1.36e-128
"18020","Ha412HOChr07g0310211","AT5G08370",0
"18021","Ha412HOChr07g0310241","AT3G23240",5.59e-72
"18022","Ha412HOChr07g0310291","AT3G10650",5.34e-46
"18023","Ha412HOChr07g0310301","AT2G39840",0
"18024","Ha412HOChr07g0310311","AT1G08650",1.72e-108
"18025","Ha412HOChr07g0310331","AT5G18480",0
"18026","Ha412HOChr07g0310341","AT1G62260",0
"18027","Ha412HOChr07g0310351","AT3G17000",1.85e-16
"18028","Ha412HOChr07g0310361","AT4G32605",4.07e-15
"18029","Ha412HOChr07g0310371","AT1G59760",6.42e-59
"18030","Ha412HOChr07g0310391","AT3G10650",1.26e-17
"18031","Ha412HOChr07g0310411","AT3G51140",6.34e-76
"18032","Ha412HOChr07g0310421","AT1G08630",0
"18033","Ha412HOChr07g0310431","AT3G02760",0
"18034","Ha412HOChr07g0310441","AT1G08620",0
"18035","Ha412HOChr07g0310451","AT5G44040",1.58e-16
"18036","Ha412HOChr07g0310461","AT3G04470",0
"18037","Ha412HOChr07g0310471","AT5G28850",0
"18038","Ha412HOChr07g0310491","AT5G16270",1.72e-23
"18039","Ha412HOChr07g0310501","AT5G16270",1.04e-69
"18040","Ha412HOChr07g0310531","AT5G16270",6.35e-108
"18041","Ha412HOChr07g0310551","AT5G36230",0
"18042","Ha412HOChr07g0310581","AT5G07610",2.24e-15
"18043","Ha412HOChr07g0310591","AT5G07610",4.11e-11
"18044","Ha412HOChr07g0310611","AT4G14103",8.44e-08
"18045","Ha412HOChr07g0310631","AT3G62000",4.32e-136
"18046","Ha412HOChr07g0310641","AT5G03050",6.11e-36
"18047","Ha412HOChr07g0310651","AT5G36950",0
"18048","Ha412HOChr07g0310661","AT2G31810",0
"18049","Ha412HOChr07g0310691","AT1G78190",4.12e-65
"18050","Ha412HOChr07g0310701","AT1G65540",0
"18051","Ha412HOChr07g0310711","AT3G54880",3.31e-28
"18052","Ha412HOChr07g0310731","AT5G15740",2.12e-102
"18053","Ha412HOChr07g0310741","AT3G22470",4.82e-103
"18054","Ha412HOChr07g0310751","AT2G36880",0
"18055","Ha412HOChr07g0310781","AT5G06760",1.04e-18
"18056","Ha412HOChr07g0310791","AT5G57620",8.32e-74
"18057","Ha412HOChr07g0310801","AT2G46690",8.43e-25
"18058","Ha412HOChr07g0310811","AT2G36910",0
"18059","Ha412HOChr07g0310861","AT5G03415",6.29e-143
"18060","Ha412HOChr07g0310881","AT5G03380",5e-60
"18061","Ha412HOChr07g0310931","AT2G36960",4.8e-179
"18062","Ha412HOChr07g0310941","AT3G60690",1.29e-14
"18063","Ha412HOChr07g0310951","AT1G56190",1.56e-49
"18064","Ha412HOChr07g0310961","AT2G36985",1.04e-17
"18065","Ha412HOChr07g0310971","ATCG01300",3.41e-39
"18066","Ha412HOChr07g0310981","AT2G32630",5.35e-68
"18067","Ha412HOChr07g0310991","AT2G32630",3.66e-35
"18068","Ha412HOChr07g0311001","AT4G16380",5.34e-22
"18069","Ha412HOChr07g0311011","AT5G03320",1.35e-169
"18070","Ha412HOChr07g0311051","ATMG00860",5.83e-30
"18071","Ha412HOChr07g0311061","AT2G37030",7.22e-31
"18072","Ha412HOChr07g0311081","AT2G37040",0
"18073","Ha412HOChr07g0311091","AT2G37040",0
"18074","Ha412HOChr07g0311121","AT5G03280",0
"18075","Ha412HOChr07g0311131","AT2G39420",7.34e-123
"18076","Ha412HOChr07g0311171","AT5G03150",7.35e-63
"18077","Ha412HOChr07g0311221","AT2G39420",9.51e-55
"18078","Ha412HOChr07g0311231","AT2G39410",9.09e-48
"18079","Ha412HOChr07g0311251","AT3G53460",1.21e-17
"18080","Ha412HOChr07g0311281","AT2G37220",1.14e-65
"18081","Ha412HOChr07g0311291","AT2G28260",1.31e-42
"18082","Ha412HOChr07g0311301","AT2G28260",0
"18083","Ha412HOChr07g0311331","AT2G37210",1.13e-139
