XRQ_gene_name	XRQ_start	XRQ_end	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm	412_gene_name	start	end	chr	XRQ_chr
HanXRQChr10g0294041	102742526	102746949	15.59	5.93	11.49	5.35	3.79	3.71	8.19	12.34	7.82	Ha412HOChr10g0443111	46208293	46212685	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294051	102747000	102749454	6.32	2.41	6.56	0.25	2.19	1.59	1.08	4.81	1.51	Ha412HOChr10g0443101	46205765	46208181	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294071	102760919	102764081	132.3	16.28	59.05	27.97	2.77	75.91	26.85	122.03	70.85	Ha412HOChr10g0443081	46191752	46194302	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294081	102764267	102770682	1.44	1.2	5.49	3.08	0.04	0.89	1.05	3.79	2.2	Ha412HOChr10g0443071	46185154	46191556	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294091	102912243	102914528	0.32	0.27	0.72	0	0.02	0.12	0	0.48	0.15	Ha412HOChr10g0443051	46040692	46043008	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294101	102971868	102999246	6.9	1.79	5.75	1.71	0	0.17	0.55	2.55	1.65	Ha412HOChr10g0443031	45970641	45983123	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294171	103792856	103797021	34.18	15.72	30.4	15.49	0.88	31.62	12.67	40.52	20.23	Ha412HOChr10g0449461	88911578	88915926	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294181	103799888	103801869	64.5	38.98	36.55	305.72	13.02	114.17	50.7	38.56	51.8	Ha412HOChr10g0449451	88906732	88908705	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294191	103805071	103807773	28.45	37.51	19.03	32.59	0.03	9.43	3.82	13.74	20.41	Ha412HOChr10g0449441	88900819	88903528	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294201	103894163	103895393	0.26	0	0.22	4.24	0.01	6.33	0	0.15	0.18	Ha412HOChr10g0449411	88803989	88805208	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294211	103895922	103896735	0.12	0	0.07	1.17	0.01	1.64	0	0.09	0.04	Ha412HOChr10g0449401	88802639	88803456	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294221	103896995	103905183	1.19	2.11	3.59	0.87	0.15	2.84	1	2.93	1.6	Ha412HOChr10g0449391	88794029	88802375	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294241	104078685	104093270	4.15	1.27	0.92	0.61	0	0.43	0.12	0.75	1.02	Ha412HOChr10g0449361	88574069	88589135	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294261	104109598	104113386	1.83	0.5	1.2	0.4	11.1	1.87	0.57	3.01	0.4	Ha412HOChr10g0449311	88556948	88557598	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294271	104113457	104114410	0.2	0	0.06	0.41	0	0.78	0	0.19	0.1	Ha412HOChr10g0449291	88552713	88554602	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294281	104200006	104200353	100.23	182.47	113.17	237.28	12.44	143.86	319.2	82.29	279.79	Ha412HOChr10g0445871	64429937	64430510	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294291	104345581	104346285	0.43	0.66	0.17	0.15	0	1.91	0.04	0.27	0.89	Ha412HOChr10g0452951	109447209	109447913	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294301	104350400	104353996	33.82	14.54	26.46	12.56	0.14	6.48	9.73	20.11	27.2	Ha412HOChr10g0452961	109452032	109455619	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294321	104392491	104393569	0	0	0	0	0.44	0	6.85	0	0.46	Ha412HOChr10g0452971	109498912	109499983	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294361	104548505	104551595	1.03	0.44	0.83	0.93	0	1	0.22	0.5	1.08	Ha412HOChr10g0453021	109668469	109673209	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294371	104680134	104686242	3.86	2	9.24	0.81	0.11	1.78	4	10.19	2.09	Ha412HOChr10g0453071	109850055	109856160	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294381	104697229	104701641	79.65	21.29	11.84	30.78	0.19	5.65	8.54	24.53	29.1	Ha412HOChr10g0453061	109833040	109837455	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294391	104704063	104707685	11.57	1.24	1.49	4.95	0.01	1.12	0.4	3.81	3.11	Ha412HOChr10g0453051	109826995	109830612	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294401	104761563	104763364	3.18	17.07	1.01	9.53	0.02	10.9	1.19	1.46	3.02	Ha412HOChr10g0453091	109975845	109976904	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294411	104767605	104775606	1.58	3.54	4.42	1.96	0.43	0.95	1.73	6.26	2.25	Ha412HOChr10g0453101	109981149	109989143	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294421	104777001	104783510	1.56	0.47	1.83	0.73	0.01	0.82	0.57	2.37	0.52	Ha412HOChr10g0453111	109990548	109997053	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294431	105032087	105032974	6.39	2.92	16.89	20.24	0.07	5.76	6.95	8.76	11.71	Ha412HOChr10g0452851	109126376	109127516	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294441	105034829	105039276	4.55	4.61	2.17	2.77	0.02	0.86	0.73	6.61	4.06	Ha412HOChr10g0452861	109129248	109133688	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294471	105324301	105327384	14.29	1.49	11.2	2.17	0.65	4.06	2.76	15.66	3.24	Ha412HOChr10g0454341	114758088	114760830	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294491	105337901	105340840	4.62	2.55	5.16	1.55	0.03	0.62	1.37	12.21	1.62	Ha412HOChr10g0454361	114775854	114778790	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294501	105442292	105443671	104.03	20.59	13.93	26.2	0.03	15.41	8.55	230.17	33.79	Ha412HOChr10g0454381	114904260	114905641	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294511	105648363	105652737	7.75	18.85	15.49	13.79	0.01	11.3	2.07	4.83	18.42	Ha412HOChr10g0454421	115207838	115212469	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294521	105825250	105830137	4.98	0.86	3.9	0.54	0.02	2.53	0.99	4.88	1.91	Ha412HOChr10g0454431	115385140	115389764	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294551	105872894	105876547	7.19	4.03	8.29	7.1	5.96	9.39	3.81	11.92	4.86	Ha412HOChr10g0454481	115432305	115435954	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294591	106102052	106106170	1.19	2.36	2.19	1.08	0.01	1.52	0.61	2.52	1.42	Ha412HOChr10g0454851	116814712	116819484	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294601	106108283	106111640	23.09	14.45	18.42	7.66	0.5	42.91	4.12	28.1	11.16	Ha412HOChr10g0454861	116821602	116824948	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294611	106131004	106132101	632.7	835.92	258.17	287.39	0.23	2.1	27.04	245.54	145.15	Ha412HOChr10g0454871	116844320	116845414	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294621	106268070	106268504	827.21	1887.25	892.8	359.23	3.59	2.89	64.23	603.42	811.83	Ha412HOChr10g0454891	116983923	116984641	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294641	106428804	106434504	27.69	28.42	26.78	17.08	0.23	19.9	33.72	26.05	23.33	Ha412HOChr10g0454951	117144732	117150427	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294651	106475901	106482932	2.14	1.65	3.35	1.2	0.04	0.26	0.47	5.07	1.02	Ha412HOChr10g0454741	116354909	116361935	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294661	106709853	106711822	239.87	86.28	45.1	80.93	0.04	19.38	22.09	352.23	52.77	Ha412HOChr10g0454761	116595410	116597370	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294671	106712146	106717477	3.1	0.95	3.95	0.7	0.38	2.33	1.31	4.23	1.34	Ha412HOChr10g0454771	116597700	116603023	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294681	106762101	106774338	0.54	0.07	0.53	0	0	0.19	0.11	0.47	0.19	Ha412HOChr10g0454781	116647656	116651499	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294711	106863092	106865825	5.3	4.34	5.14	2.35	0.02	4.18	1.5	9.77	2.62	Ha412HOChr10g0454801	116726463	116729187	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294721	107278703	107279642	0.72	0.23	0.4	0.25	0.03	0.79	0.36	1.29	0.8	Ha412HOChr10g0454261	114148156	114151052	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294731	107279802	107281810	0.15	0.14	0.44	0.13	0.01	0.09	0.04	0.43	0.03	Ha412HOChr10g0454271	114148278	114151257	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294741	107327858	107333601	1.94	1.23	6.25	0.9	0.06	4.37	0.93	3.73	1.01	Ha412HOChr10g0454281	114197511	114203250	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294751	107365905	107367496	1.65	0.8	3.17	2.73	0.02	6.46	0.21	1.22	3.13	Ha412HOChr10g0454251	113967794	113969439	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294761	107367547	107372680	0.69	0.95	1.38	1.54	0.32	2.23	2.28	1.5	0.79	Ha412HOChr10g0454241	113962647	113967836	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294771	107514461	107521162	2.98	1.86	3.89	1.08	0.25	3.3	2.51	3.07	1.78	Ha412HOChr10g0454221	113810278	113816822	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294781	107602132	107605599	0.31	0.27	0.83	0.22	0.02	0.23	0.09	0.66	0.14	Ha412HOChr10g0454211	113718880	113722592	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294791	107702721	107706408	14.66	5.03	19.35	5.1	0.08	11.39	7.46	27.64	7.23	Ha412HOChr10g0454201	113597545	113601234	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294801	107791111	107792355	0	0.09	0.13	0	0.02	0.03	0.02	0.66	0.11	Ha412HOChr10g0455881	121575581	121576825	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294811	107802441	107804503	1.52	3.99	10.43	1.51	0.03	2.13	1.49	4.36	13.79	Ha412HOChr10g0455891	121586916	121588974	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294821	108464950	108466391	0.07	0	1.63	0.57	0	0.11	0	1.06	0.84	Ha412HOChr10g0455921	122471701	122473131	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294831	108716190	108719212	0.01	0.21	0.02	0.97	251.68	0.02	87.52	0.01	1.88	Ha412HOChr10g0455941	122751335	122754194	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294841	108729800	108730981	0.36	0.07	0.07	0.72	0	15.51	0.16	0.68	0.43	Ha412HOChr10g0455951	122765148	122766329	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294851	108770254	108772565	0	0	0	0.27	0	11.58	0	0.01	1.09	Ha412HOChr10g0455961	122812563	122814868	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294861	108784025	108784630	2.37	0.06	0.22	0	0	0.09	1.66	9.11	0.21	Ha412HOChr10g0455971	122826603	122827394	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294871	108971031	108972610	0.29	28.29	47.23	9.46	0.03	6.37	0.6	0.05	3.72	Ha412HOChr10g0451991	104463296	104464795	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294881	109259078	109260123	0	0	0.32	0	0	0.12	0.14	0.03	0.13	Ha412HOChr10g0451971	104198473	104199514	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294891	109317469	109321347	46.56	12.21	27.44	19.02	0.2	14.95	8.72	39.58	27.17	Ha412HOChr10g0452141	105232119	105235928	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294901	109361222	109364395	0.05	323.87	14.95	57.89	0.09	2.55	3.14	28.2	386.16	Ha412HOChr10g0452131	105188734	105192168	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294911	109378757	109381391	0.44	0.52	0.89	0.39	0.01	0.54	0.3	1	0.58	Ha412HOChr03g0113571	102233370	102236944	Ha412HOChr03	HanXRQChr10
HanXRQChr10g0294941	109429224	109431778	0	1.26	0.02	0	9.48	0.02	0.99	0.73	0.24	Ha412HOChr10g0452081	105123873	105124128	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294961	109644208	109645625	0	2.12	0.03	0	0	0	0.26	3.39	0.94	Ha412HOChr10g0452051	104899973	104901386	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294971	109750521	109758423	44.9	31.69	38.96	37.75	0.35	25.49	20.06	85.72	59.81	Ha412HOChr10g0452041	104783727	104791620	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294991	109826768	109830449	0	0	0	0.18	0	0.1	0	0.06	0	Ha412HOChr10g0452011	104711450	104715120	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295001	110009164	110012059	11.81	10.25	5.6	2.22	0.02	1.48	0.33	4.31	12.43	Ha412HOChr10g0459551	136658707	136660235	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295031	110089779	110091290	0.61	0.08	0.06	1.19	0	6.93	0.06	0.37	0.09	Ha412HOChr10g0459561	136767856	136769367	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295051	110354929	110358448	2.85	0.53	2.64	0.57	0.62	0.59	1.05	3	0.58	Ha412HOChr15g0725881	97573417	97576934	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295071	110360792	110363858	2.19	1.7	4.85	0.98	0.03	1.82	0.9	9.37	0.83	Ha412HOChr15g0725861	97567997	97570787	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295101	110397019	110400247	0.02	0	0	0	0	0	0	0.11	0	Ha412HOChr15g0725831	97531321	97534544	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295161	110568833	110573470	29.14	9.21	14.06	4.05	0.05	6.82	2.54	21.57	6.73	Ha412HOChr15g0725771	97352909	97357539	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295211	110655683	110659542	0.97	1.83	1.48	1.76	0.06	3.41	5.08	1.8	3.73	Ha412HOChr15g0725671	97266146	97269999	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295231	110899625	110903411	1.56	1.39	1.56	0.88	0.01	2.67	0.79	3.18	1.25	Ha412HOChr15g0725611	97016240	97020034	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295241	110919750	110924917	11.77	5.16	9.32	18.47	0.02	12.71	2.73	11.78	12.96	Ha412HOChr15g0725601	96994740	96999900	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295251	110925138	110938826	5.22	2.27	3.06	1.82	0.08	7.47	1.23	4.88	2.68	Ha412HOChr15g0725591	96980825	96994508	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295271	111182130	111184203	10.54	3.99	6.52	3.47	0.16	4.22	2.22	8.57	6.84	Ha412HOChr15g0725511	96743104	96745154	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295301	111308930	111309591	10.12	13.66	3.57	20.11	0.1	5.94	15.39	6.76	8.53	Ha412HOChr15g0725421	96606778	96608313	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295311	111316537	111317748	3.9	0.78	2.57	1.73	0.39	1.37	1.96	3.43	3.47	Ha412HOChr15g0725411	96599632	96600698	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0295341	112055349	112056619	1.57	1.27	5.55	0.36	0.07	1.18	1.06	0.43	6.29	Ha412HOChr10g0448631	84415231	84416497	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295351	112266612	112266929	7.48	1.82	10.99	52.86	0	38.68	13.07	74.15	17.51	Ha412HOChr10g0448651	84632840	84633322	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295361	112461685	112474145	0.61	2.89	2.48	1.09	0.19	1.26	1.3	6.03	1.77	Ha412HOChr10g0448681	84841801	84854254	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295371	112622560	112627825	17.29	4.51	11.09	1.57	0.04	6.45	2.33	14.75	5.33	Ha412HOChr10g0449811	90657803	90663063	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295391	112808176	112808745	0.18	0.2	0.67	0.37	0	0.64	0.43	0.02	1.5	Ha412HOChr10g0449831	90843370	90844078	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295401	112822654	112827585	1.08	1.62	6.89	1.11	0.06	0.39	0.77	4.51	1.65	Ha412HOChr10g0449841	90857984	90862911	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295441	113332028	113335240	2.26	2.4	6.96	0.59	0.11	0.13	0.49	3.88	0.66	Ha412HOChr07g0307701	115545858	115549079	Ha412HOChr07	HanXRQChr10
HanXRQChr10g0295451	113416228	113416884	0.02	5.06	1.72	0.64	0.04	0.39	0.28	0	8.71	Ha412HOChr07g0307691	115463659	115464315	Ha412HOChr07	HanXRQChr10
HanXRQChr10g0295471	113552603	113554189	0.21	0.13	4.86	3.06	0	1.02	0.1	1.6	1.87	Ha412HOChr10g0449801	90584852	90586499	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295521	113833696	113844151	12.13	1.74	9.21	0.8	0.04	1.29	0.37	6.6	3.05	Ha412HOChr03g0115261	107946266	107947963	Ha412HOChr03	HanXRQChr10
HanXRQChr10g0295551	113872629	113875065	4.34	4.45	0.26	0.81	0	8.64	0.23	3	0.49	Ha412HOChr03g0115211	107905822	107908523	Ha412HOChr03	HanXRQChr10
HanXRQChr10g0295641	114651157	114655165	6.41	2.96	13.53	2.15	0.08	8.06	2.26	16.08	3.73	Ha412HOChr03g0115061	107088245	107092311	Ha412HOChr03	HanXRQChr10
HanXRQChr10g0295681	115168705	115172264	1.22	6.95	5.49	7.37	0	4.54	1.45	8.56	5.3	Ha412HOChr10g0445241	59371597	59375149	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295691	115275036	115281800	56.74	55.07	47.23	110.63	0.32	40.88	96.06	47.13	64.3	Ha412HOChr10g0445251	59478294	59484798	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295701	115341497	115344738	47.05	20.11	25.54	2.79	0.06	0.45	2	31.28	5.89	Ha412HOChr10g0445261	59545312	59548545	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295711	115344875	115349126	0.21	0.29	6.19	0.39	0	0.62	2.32	0.71	1.32	Ha412HOChr10g0445271	59547857	59552935	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295731	115404765	115411698	25.5	13.8	42.23	12.55	0.14	3.33	10.67	46.76	11.46	Ha412HOChr10g0445291	59612210	59619139	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295751	115828600	115831264	0.53	0.13	0.11	1.18	0.11	7	1	0.62	11.89	Ha412HOChr05g0236001	165171778	165174602	Ha412HOChr05	HanXRQChr10
HanXRQChr10g0295761	115833993	115835819	18.72	0.77	0.35	0.8	0	11.42	0.26	6.84	3.21	Ha412HOChr05g0236011	165176325	165178034	Ha412HOChr05	HanXRQChr10
HanXRQChr10g0295771	115905888	115907686	2.48	2.93	2.31	3.14	0.01	9.48	1.54	3.11	4.39	Ha412HOChr05g0236021	165334451	165336025	Ha412HOChr05	HanXRQChr10
HanXRQChr10g0295801	115949083	115950970	1.92	0.51	0.12	0.26	0.01	0.09	3.03	0.18	1.74	Ha412HOChr09g0406281	147036242	147039339	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0295811	115962532	115963923	0.1	0.16	0.01	0.44	0.01	0.02	0.23	0.01	0.01	Ha412HOChr10g0456421	124158962	124164883	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295831	116027657	116032707	10.32	4.51	6.3	2.18	0.05	8.2	1.49	14.08	3.15	Ha412HOChr10g0456451	124233032	124238583	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295841	116034176	116039392	7.61	6.79	11.71	5.43	0.03	1.82	3.46	9.86	4.47	Ha412HOChr10g0456461	124240306	124245266	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295851	116136342	116139611	0.18	1.07	0.3	0.46	0.02	4.56	0.85	0.58	1.28	Ha412HOChr10g0456471	124342326	124345316	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295861	116228760	116231320	31.62	2.78	22.77	4	13.01	7.34	5.13	39.5	8.65	Ha412HOChr10g0456481	124444205	124446765	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295881	116339760	116343180	13.98	27.17	12.23	36.89	0.78	14.56	22.35	17.35	29.88	Ha412HOChr10g0456511	124565628	124569068	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295891	116433471	116438866	6.31	2.24	7.43	1.88	0.18	2.05	2.77	10.37	3.67	Ha412HOChr10g0456531	124670962	124676280	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295901	116480956	116486651	4.18	0.97	2.33	3.1	1.2	22.16	19.76	3.73	3.49	Ha412HOChr10g0456551	124718263	124724282	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295911	116595788	116598904	19.31	7.4	13	11.07	0.01	22.17	3.71	23.2	13.41	Ha412HOChr10g0456561	124873088	124876203	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295921	116761606	116762423	0.02	0	0.02	0	0	0.02	0	0	0.02	Ha412HOChr10g0456581	125042382	125043089	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295931	116887200	116890789	4.17	7.64	2.89	2.98	0.05	4.25	2.33	3.56	4.26	Ha412HOChr10g0456621	125212845	125216304	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295941	116897121	116899938	0.33	0.15	0.12	0.13	1.4	0.59	7.67	0.54	0.31	Ha412HOChr10g0456601	125203431	125206245	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295951	116933788	116939130	20.28	6.13	21.6	7.48	0.07	21.86	9.17	63.17	15.63	Ha412HOChr10g0456591	125164228	125169576	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295961	117086705	117088232	598.31	455.5	123.68	19.97	0.2	1.29	23.1	382.01	97.3	Ha412HOChr10g0456211	123735294	123736553	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295971	117088292	117093063	36.77	49.72	29.47	77.47	0.06	49.97	8.76	21.39	39.5	Ha412HOChr10g0456231	123736885	123741798	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0295991	117152519	117155711	15.58	0.03	0	0	0	0.02	0.02	1.06	1.25	Ha412HOChr10g0456251	123801651	123804833	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296001	117227413	117228689	0.06	0.17	0	0.24	0	0	0.17	0	0.03	Ha412HOChr09g0423131	189094401	189095656	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296011	117236700	117237611	0.05	0	6.71	0.35	0	0.8	0.03	0.91	2.78	Ha412HOChr09g0423121	189085365	189086276	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296021	117269525	117273732	82.18	79.21	94.39	24.14	0.29	21.63	10.28	61.51	35.42	Ha412HOChr09g0423071	188983678	188987892	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296031	117301996	117308520	0.64	0.76	1.34	1	0	1.17	0.47	1.39	0.54	Ha412HOChr09g0423051	188948842	188955410	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296061	117355385	117357922	0.01	0.37	8.95	0.14	0	0.1	0.15	0.06	2.78	Ha412HOChr09g0423011	188898995	188901536	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296081	117380764	117385237	62.57	72.99	64.1	42.64	1.83	62.13	93.18	85.57	79.12	Ha412HOChr09g0422991	188877649	188882119	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296141	117475520	117478253	0	0	0.09	0	0.14	0.66	0	0	0	Ha412HOChr09g0422931	188790427	188793270	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296151	117479385	117481954	0.79	14.46	3.38	65.01	18477.82	0.16	1105.95	0.41	177.2	Ha412HOChr09g0422921	188786725	188789290	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296181	117530147	117535320	6.44	14.62	18.42	9.57	0.39	8.1	7.99	6.8	7.75	Ha412HOChr09g0422851	188721469	188726637	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0296231	117672717	117674107	0.11	0.46	0.04	0.09	0	0.03	0.23	0.16	0.19	Ha412HOChr10g0456341	123990940	123992325	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296251	117738763	117748425	0.02	0	0	0.35	0	1.28	0	0	0.02	Ha412HOChr10g0456381	124056983	124058386	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296281	118035188	118038614	0.76	1.9	0.91	0.38	0	2.05	0.86	9.28	0.95	Ha412HOChr10g0452291	106588678	106592093	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296301	118127533	118128940	0	0	0	0	0	0.62	0	0	0	Ha412HOChr10g0452191	105775846	105777102	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296311	118284342	118300619	0	0	0	0	0	1.55	0	0	0	Ha412HOChr10g0452221	106018462	106034488	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296321	118371063	118379863	4.05	2.02	4.5	0.86	0.04	0.6	0.32	3.22	0.89	Ha412HOChr10g0452241	106113875	106122658	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296341	118743206	118744826	29.76	12.73	56.36	15.08	0.19	33.59	3.33	9.54	71.52	Ha412HOChr10g0452271	106499086	106500721	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296391	119255549	119261903	0.62	0.07	0.72	0.19	0.01	5.27	0.15	2.01	0.59	Ha412HOChr10g0452711	108596897	108603259	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296411	119269118	119285778	0	0	0	0	14.23	0.49	0.39	0	0	Ha412HOChr10g0452681	108573015	108592886	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296421	119529381	119532298	0.13	0.33	3.16	0.08	0.01	0.42	0.17	0.83	0.5	Ha412HOChr10g0452661	108309823	108312729	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296431	119660964	119662831	0	0	0.01	0	0.49	0	0	0	0.01	Ha412HOChr10g0452641	108178670	108180552	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296441	119693911	119696222	0.3	0.84	8.67	0.61	0.01	0.76	0.4	0.9	0.74	Ha412HOChr10g0452631	108131508	108133817	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296451	119712129	119730117	0.72	1.25	2.84	1.01	0	0.3	0.32	2.72	0.96	Ha412HOChr10g0452611	108097616	108115627	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296481	119982009	119987719	241.51	43.49	37.75	23.81	0.12	41.18	3.79	27.62	173.79	Ha412HOChr10g0452531	107834602	107840303	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296491	120114327	120116973	0.24	0.39	0.72	0.19	0.15	0.61	0.74	0.55	0.27	Ha412HOChr10g0452511	107703751	107707917	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296511	120196004	120201856	0.04	0	0.04	0	0	0.18	0	0.06	0.01	Ha412HOChr10g0452501	107619742	107625557	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0296521	120532247	120539577	5.75	6.28	14.71	6.04	0.08	31.18	1.69	6.09	4.77	Ha412HOChr10g0452441	107251316	107258536	Ha412HOChr10	HanXRQChr10
